OrderID,Date,Product,Quantity,Price,Sales,Profit,Region
242,2023-08-29,Keyboard,2,18179,36358,5373.817664314838,South
243,2025-01-11,Laptop,2,43978,87956,17623.548753214764,East
244,2024-01-10,Phone,3,3508,10524,560.0928169801324,North
245,2024-10-03,Chair,4,37216,148864,23364.646589026306,North
246,2022-09-02,Mouse,3,52940,158820,36072.99218636879,South
247,2021-09-15,Chair,2,59978,119956,23421.30062328588,North
248,2023-09-30,Phone,4,7178,28712,4900.361318724955,South
249,2024-06-25,Chair,3,49379,148137,36317.51504434212,South
250,2021-04-08,Monitor,5,24026,120130,11874.202658729388,South
251,2023-06-10,Tablet,5,38837,194185,40191.52403219529,North
252,2022-11-26,Chair,5,35458,177290,41715.40087592748,South
253,2021-02-19,Monitor,3,32080,96240,12460.505211338435,South
254,2024-03-06,Chair,4,12413,49652,4323.1334646022215,North
255,2023-09-08,Laptop,3,19406,58218,13222.037877003106,North
256,2023-05-12,Tablet,1,12672,12672,2694.080044127768,North
257,2023-03-20,Phone,5,37441,187205,29386.032558440314,East
258,2022-07-04,Mouse,1,20958,20958,2102.6667805614993,East
259,2022-07-28,Mouse,5,43430,217150,33530.195638441284,South
260,2023-08-02,Chair,4,15930,63720,13839.673544985499,South
261,2023-01-19,Phone,3,18067,54201,6781.97996914401,South
262,2023-08-13,Desk,5,46263,231315,35815.171582229115,North
263,2022-02-08,Laptop,3,45009,135027,25060.75674320936,West
264,2022-04-14,Tablet,3,16124,48372,4211.346128505591,West
265,2023-11-21,Monitor,3,14255,42765,8609.383974719416,West
266,2021-11-12,Chair,1,51224,51224,11393.620273325203,North
267,2022-04-13,Chair,5,53375,266875,32141.527033310078,South
268,2024-03-21,Phone,1,34362,34362,7089.563769946052,South
269,2022-05-02,Chair,3,8731,26193,1417.4040849175901,East
270,2021-03-03,Keyboard,3,10174,30522,3829.7420932737073,West
271,2025-01-14,Chair,1,39220,39220,8391.641127026009,South
272,2023-03-13,Monitor,4,3678,14712,818.307470971384,East
273,2021-12-30,Desk,3,36972,110916,23800.341297186467,West
274,2024-06-07,Chair,5,24149,120745,16850.362429021137,East
275,2023-07-15,Mouse,3,58215,174645,38065.39496665777,South
276,2022-12-02,Phone,1,36380,36380,8945.862708388971,North
277,2023-07-03,Desk,3,32588,97764,21678.771883260903,North
278,2024-06-13,Tablet,5,56150,280750,69411.34923757245,South
279,2022-02-17,Chair,3,17422,52266,10569.274170815932,North
280,2024-01-30,Mouse,5,59146,295730,40377.97469783872,South
281,2023-05-07,Tablet,1,4707,4707,607.0380801358848,South
282,2023-06-26,Laptop,4,56004,224016,18031.087992404515,East
283,2022-04-08,Laptop,2,7227,14454,3075.150648912887,South
284,2024-11-30,Desk,4,15208,60832,4308.702313627956,North
285,2021-09-11,Laptop,3,41580,124740,18128.592646954803,South
286,2023-08-25,Desk,4,39228,156912,13262.532596763362,East
287,2022-03-31,Desk,5,20527,102635,6352.833859385144,North
288,2022-09-07,Desk,1,11641,11641,688.0108481132233,North
289,2021-08-10,Monitor,1,3127,3127,513.1018099360942,East
290,2022-12-30,Tablet,4,4605,18420,1276.6633416478553,South
291,2021-12-24,Mouse,5,47102,235510,56225.504779279836,East
292,2024-10-21,Tablet,3,43634,130902,14859.361759906014,North
293,2023-12-30,Chair,2,33237,66474,8379.405406169444,North
294,2022-04-16,Phone,1,5565,5565,1111.016999990121,East
295,2023-02-13,Keyboard,2,50146,100292,10876.009802993858,South
296,2024-09-11,Tablet,4,54020,216080,17304.752179219282,North
297,2024-01-17,Keyboard,3,30408,91224,7042.808569664557,South
298,2023-07-27,Keyboard,2,14626,29252,1688.2688031045866,North
299,2021-03-07,Mouse,4,5038,20152,3200.5098979022237,South
300,2022-02-09,Phone,2,16925,33850,4078.913108819046,East
301,2024-08-25,Tablet,4,39745,158980,20448.73605958689,West
302,2024-12-23,Tablet,2,9365,18730,1624.393238321956,North
303,2022-06-25,Laptop,2,6584,13168,2475.7867164434438,South
304,2023-05-23,Desk,5,46708,233540,47467.35008876697,East
305,2023-01-23,Desk,1,53528,53528,6255.047237832555,West
306,2021-07-06,Keyboard,4,46071,184284,41734.50098723165,South
307,2025-02-01,Chair,1,30181,30181,7122.843484360309,South
308,2024-12-24,Mouse,4,21730,86920,16010.412122140773,West
309,2023-04-20,Tablet,5,24443,122215,20763.538634093027,South
310,2024-01-02,Phone,5,29859,149295,37097.99904362728,North
311,2023-12-26,Laptop,5,27297,136485,15773.764552420525,South
312,2024-04-10,Phone,3,38688,116064,10755.129008428992,South
313,2021-08-30,Chair,5,40813,204065,14827.307705411984,West
314,2021-12-27,Chair,1,11918,11918,1261.5704360013624,East
315,2021-01-31,Desk,3,32966,98898,16190.317891429153,North
316,2023-04-18,Phone,2,54411,108822,23224.825646989986,East
317,2021-11-25,Chair,1,14027,14027,3220.4441551860805,South
318,2024-07-23,Mouse,2,30091,60182,8795.385418114894,East
319,2024-02-02,Chair,2,12992,25984,4926.4934783717545,East
320,2021-09-24,Monitor,4,5663,22652,3031.8115811749803,East
321,2023-08-03,Phone,5,2531,12655,2544.5582396835457,South
322,2023-08-17,Keyboard,5,32549,162745,40085.85045079132,East
323,2021-10-18,Tablet,2,12804,25608,6331.670610673998,West
324,2024-06-14,Desk,2,23750,47500,3471.2141691092947,East
325,2024-07-19,Monitor,3,43676,131028,19502.71495120449,East
326,2021-04-10,Keyboard,2,21830,43660,9354.774385556397,West
327,2022-05-05,Phone,2,13262,26524,2184.4455756157354,West
328,2022-09-09,Laptop,4,27041,108164,12841.348864175308,West
329,2023-08-13,Chair,2,10384,20768,3697.7472712420254,East
330,2025-01-26,Desk,4,9501,38004,3988.655000536971,North
331,2022-08-10,Mouse,3,53064,159192,34081.28461522472,South
332,2021-08-06,Keyboard,2,48196,96392,15682.337529178607,North
333,2024-06-11,Desk,3,47117,141351,10536.202653622113,South
334,2024-07-08,Keyboard,4,29948,119792,23435.50958219511,North
335,2023-06-16,Tablet,4,47525,190100,13183.345004556817,West
336,2024-02-17,Monitor,4,14904,59616,11446.40316317779,North
337,2021-12-05,Desk,1,42259,42259,6226.904776058623,South
338,2022-02-23,Monitor,4,50136,200544,37865.51481654823,West
339,2023-11-27,Mouse,4,20405,81620,7241.0179160437065,East
340,2023-08-05,Keyboard,1,25413,25413,2183.111405285585,West
341,2023-09-09,Keyboard,1,45144,45144,8455.863821272189,West
342,2021-05-05,Keyboard,3,33082,99246,15330.568460223414,South
343,2022-03-15,Desk,2,58251,116502,15160.458550219088,South
344,2022-05-24,Chair,4,41297,165188,37162.97993280364,South
345,2021-05-23,Desk,5,31027,155135,24718.051713594523,South
346,2023-04-12,Mouse,4,20239,80956,7988.459186149656,East
347,2022-06-21,Mouse,4,5304,21216,5096.105692682293,South
348,2024-10-06,Desk,5,10929,54645,13403.536761099806,South
349,2024-09-25,Mouse,3,14766,44298,5106.994218331617,East
350,2022-12-30,Monitor,1,7109,7109,1536.419974564871,North
351,2024-07-17,Chair,4,48001,192004,27279.212178247984,North
352,2022-12-06,Tablet,4,48470,193880,46532.101962798195,North
353,2023-05-12,Laptop,4,18381,73524,16533.383866729546,West
354,2023-02-22,Mouse,2,25467,50934,5353.284644734143,South
355,2021-04-14,Laptop,2,26713,53426,9598.197553856136,South
356,2022-02-25,Laptop,1,29840,29840,3511.4203940781163,South
357,2023-04-19,Mouse,5,40774,203870,43310.321519625715,East
358,2024-11-01,Monitor,2,3963,7926,1364.0310408676644,East
359,2022-11-20,Chair,4,44791,179164,22555.112933582503,East
360,2022-02-25,Phone,4,40247,160988,9844.227469855992,East
361,2021-11-15,Chair,5,9276,46380,3796.993676107122,East
362,2022-03-11,Tablet,1,10870,10870,574.381075778946,South
363,2023-10-19,Monitor,2,604,1208,153.47914491621617,South
364,2021-01-26,Laptop,1,2525,2525,491.98835664932636,East
365,2022-11-27,Tablet,1,55272,55272,13009.322223187983,West
366,2022-07-27,Monitor,5,39508,197540,20536.569192654417,West
367,2021-07-24,Mouse,1,42111,42111,8959.03812557204,East
368,2021-10-24,Laptop,2,42331,84662,5501.229298071172,East
369,2024-06-12,Monitor,5,15312,76560,9475.505867615691,West
370,2024-12-30,Tablet,2,5386,10772,843.3835243215389,West
371,2022-11-21,Monitor,1,59537,59537,12341.252418183767,North
372,2024-03-03,Tablet,1,15206,15206,2315.7907561846064,West
373,2022-02-13,Desk,3,50259,150777,13930.831749869536,West
374,2022-11-12,Chair,4,28475,113900,9943.929883027482,East
375,2025-01-20,Desk,4,25224,100896,6718.028720890786,South
376,2021-06-30,Laptop,2,53815,107630,5630.73621372262,West
377,2024-07-11,Keyboard,4,35072,140288,22792.134163504725,West
378,2023-07-06,Desk,2,37261,74522,16751.262471673643,West
379,2022-10-17,Chair,2,11062,22124,3055.1535089756526,South
380,2021-12-19,Desk,3,45811,137433,30256.231367032648,North
381,2021-07-12,Laptop,4,15794,63176,4267.384824673988,South
382,2023-01-26,Desk,2,59729,119458,19618.606290157128,South
383,2022-09-05,Desk,5,56512,282560,21726.71470122046,West
384,2024-02-01,Tablet,5,31355,156775,38960.085588176946,South
385,2023-07-24,Phone,2,44282,88564,10300.875384707138,South
386,2023-02-11,Tablet,2,1112,2224,299.2136674548094,South
387,2022-05-07,Phone,5,49309,246545,43786.586220998026,West
388,2021-07-29,Monitor,3,34877,104631,23730.28673069299,South
389,2022-06-12,Chair,2,10300,20600,1704.6805209914787,West
390,2023-11-27,Mouse,3,15682,47046,10661.144768132877,South
391,2024-03-01,Tablet,1,59124,59124,3884.5519170962652,North
392,2021-04-13,Tablet,5,6559,32795,1927.624641768936,North
393,2023-12-28,Phone,5,35885,179425,36154.4062488664,East
394,2022-04-18,Keyboard,2,40745,81490,12941.52640686046,North
395,2021-12-31,Mouse,3,16144,48432,3783.4073645916205,West
396,2024-04-12,Phone,4,50466,201864,11863.833054234266,East
397,2022-04-24,Phone,1,23472,23472,3162.780170775938,West
398,2021-08-24,Mouse,5,21342,106710,26115.550651174697,West
399,2022-05-20,Chair,4,5437,21748,5417.487403031687,East
400,2024-03-07,Laptop,4,32965,131860,24941.1029417522,North
401,2021-06-30,Phone,4,2762,11048,2605.7988570886946,North
402,2022-05-30,Tablet,5,58132,290660,58961.81725191465,South
403,2023-12-04,Mouse,1,51083,51083,5699.941169534248,West
404,2021-10-23,Phone,2,25471,50942,9829.42944820258,North
405,2022-03-23,Mouse,1,22987,22987,2145.171023658466,North
406,2021-08-28,Tablet,5,49563,247815,15530.702167573078,North
407,2022-05-08,Mouse,3,34747,104241,16341.848230046546,East
408,2021-07-04,Laptop,2,42271,84542,8035.497736747472,West
409,2024-08-12,Phone,2,30277,60554,13479.074000482256,West
410,2022-04-22,Keyboard,4,29867,119468,11661.751701825619,West
411,2021-11-01,Monitor,5,13519,67595,8317.227726728177,North
412,2022-07-03,Laptop,4,47702,190808,39531.50112166912,South
413,2024-08-03,Laptop,2,26007,52014,3914.86389092232,North
414,2024-09-08,Laptop,2,32150,64300,4700.512567846853,East
415,2025-02-05,Keyboard,1,29658,29658,6748.729081815733,East
416,2023-05-21,Phone,3,28127,84381,12332.938238600562,West
417,2021-09-20,Keyboard,4,41821,167284,28573.135952627494,South
418,2023-03-08,Tablet,1,52212,52212,7009.091701717339,West
419,2022-11-16,Desk,1,21295,21295,1100.0190664309653,East
420,2021-10-12,Chair,1,28766,28766,3778.142979877104,East
421,2022-05-25,Keyboard,1,40902,40902,3438.263506077938,South
422,2021-04-16,Keyboard,1,34573,34573,8092.308607419598,West
423,2023-01-16,Monitor,1,38720,38720,7778.042981030996,West
424,2021-09-06,Phone,5,55155,275775,39767.24751733041,South
425,2022-05-27,Laptop,3,44049,132147,23555.86536521159,South
426,2022-11-26,Chair,5,11630,58150,13611.860390798613,East
427,2022-08-25,Monitor,3,42103,126309,30252.54087436114,North
428,2024-10-27,Tablet,1,37420,37420,3219.6785742446905,North
429,2021-04-08,Desk,5,23435,117175,23824.53615653234,North
430,2022-05-28,Chair,1,15495,15495,1326.4528537267336,East
431,2023-08-26,Desk,4,7038,28152,3576.3090954245804,South
432,2023-04-09,Phone,2,8421,16842,885.7738038327418,East
433,2022-05-20,Phone,2,12441,24882,3184.8936721276596,West
434,2024-03-30,Chair,5,52261,261305,46344.57081911986,East
435,2024-06-18,Laptop,3,9267,27801,5712.686504176894,East
436,2024-01-25,Mouse,1,36497,36497,7961.423668444278,East
437,2024-04-23,Monitor,2,41481,82962,7070.830860188795,North
