OrderID,CustomerID,Product,Quantity,Price,Revenue,Date
72,CUST3325,Shoes,1,148,148,2023-11-27
73,CUST6851,Phone,3,185,555,2024-11-08
74,CUST9237,Laptop,1,119,119,2024-10-21
75,CUST6432,Watch,3,39,117,2024-10-24
76,CUST8766,Shoes,1,243,243,2023-05-27
77,CUST10929,Phone,2,421,842,2022-04-23
78,CUST9466,Phone,2,461,922,2023-11-08
79,CUST5438,Watch,4,187,748,2021-07-22
80,CUST5690,Shoes,2,187,374,2021-06-04
81,CUST9955,Tshirt,3,231,693,2024-11-16
82,CUST5055,Phone,1,36,36,2021-11-19
83,CUST3364,Laptop,2,477,954,2023-05-01
84,CUST4497,Watch,4,340,1360,2024-03-14
85,CUST3542,Tshirt,4,371,1484,2023-12-09
86,CUST7618,Shoes,4,144,576,2022-10-31
87,CUST3486,Shoes,3,35,105,2021-02-02
88,CUST5281,Shoes,1,140,140,2024-11-22
89,CUST6601,Watch,3,437,1311,2021-02-06
90,CUST7925,Bag,1,499,499,2023-03-07
91,CUST3293,Watch,4,156,624,2024-08-07
92,CUST4005,Laptop,4,246,984,2024-04-02
93,CUST6176,Bag,1,416,416,2025-02-07
94,CUST2605,Watch,4,162,648,2022-04-21
95,CUST2689,Shoes,1,467,467,2022-03-01
96,CUST5718,Bag,2,228,456,2022-01-12
97,CUST8703,Laptop,4,160,640,2023-12-19
98,CUST4329,Tshirt,1,371,371,2024-01-26
99,CUST1194,Phone,4,323,1292,2022-05-02
100,CUST2263,Bag,4,477,1908,2022-02-26
101,CUST7727,Bag,1,399,399,2022-11-25
102,CUST10272,Tshirt,4,189,756,2021-08-06
103,CUST1420,Phone,4,335,1340,2024-02-19
104,CUST6908,Shoes,3,437,1311,2024-03-22
105,CUST9091,Laptop,1,232,232,2023-10-17
106,CUST9497,Phone,1,107,107,2023-02-27
107,CUST1586,Bag,3,321,963,2021-10-18
108,CUST4117,Watch,3,111,333,2021-04-01
109,CUST8457,Watch,4,198,792,2023-10-25
110,CUST4993,Bag,1,171,171,2023-10-01
111,CUST1262,Laptop,4,28,112,2023-03-16
112,CUST4875,Tshirt,1,494,494,2021-12-03
113,CUST4095,Laptop,4,332,1328,2022-11-27
114,CUST10884,Bag,2,278,556,2021-09-04
115,CUST3612,Watch,4,484,1936,2023-12-01
116,CUST5472,Watch,4,121,484,2024-05-15
117,CUST3904,Watch,2,322,644,2021-12-19
118,CUST4384,Phone,1,147,147,2023-07-13
119,CUST4584,Bag,1,252,252,2021-02-16
120,CUST2384,Shoes,1,65,65,2024-05-02
121,CUST1428,Laptop,3,373,1119,2023-02-28
122,CUST7263,Watch,1,203,203,2021-10-20
123,CUST5124,Shoes,4,255,1020,2024-05-10
124,CUST1461,Bag,3,223,669,2024-12-01
125,CUST10080,Laptop,1,309,309,2023-04-10
126,CUST5350,Phone,2,427,854,2021-01-03
127,CUST8176,Shoes,3,496,1488,2021-07-10
128,CUST9936,Laptop,3,49,147,2023-10-11
129,CUST5673,Phone,1,35,35,2022-02-04
130,CUST10740,Bag,4,481,1924,2022-04-05
131,CUST4775,Tshirt,4,39,156,2021-05-14
132,CUST7740,Phone,4,387,1548,2022-09-13
133,CUST4315,Bag,4,325,1300,2021-01-31
134,CUST2682,Phone,3,399,1197,2023-03-09
135,CUST5778,Shoes,3,494,1482,2022-05-03
136,CUST3309,Watch,4,398,1592,2021-07-01
137,CUST6898,Phone,4,269,1076,2023-01-08
138,CUST10933,Laptop,3,309,927,2022-02-13
139,CUST6285,Phone,3,480,1440,2023-07-01
140,CUST3783,Laptop,4,193,772,2021-06-22
141,CUST2898,Shoes,3,385,1155,2023-02-15
142,CUST1999,Phone,3,430,1290,2022-06-18
143,CUST8384,Tshirt,2,367,734,2021-07-04
144,CUST4701,Shoes,3,438,1314,2024-11-27
145,CUST6188,Laptop,2,234,468,2022-01-24
146,CUST9882,Watch,1,169,169,2023-11-20
147,CUST2317,Phone,3,310,930,2021-04-12
148,CUST4881,Shoes,3,125,375,2021-01-10
149,CUST6099,Phone,4,316,1264,2022-02-06
150,CUST5670,Watch,3,331,993,2024-06-03
151,CUST5440,Watch,2,392,784,2022-03-22
152,CUST9991,Laptop,2,362,724,2022-11-16
153,CUST4000,Phone,4,246,984,2024-07-01
154,CUST9588,Tshirt,3,281,843,2024-04-11
155,CUST2878,Shoes,1,67,67,2022-05-26
156,CUST8318,Laptop,3,279,837,2022-04-17
157,CUST4401,Shoes,2,261,522,2024-03-21
158,CUST10852,Phone,3,115,345,2024-12-17
159,CUST7756,Laptop,1,29,29,2024-06-22
160,CUST2823,Phone,2,112,224,2022-09-23
161,CUST7023,Laptop,1,150,150,2024-03-12
162,CUST5959,Laptop,3,80,240,2021-08-11
163,CUST3831,Bag,2,198,396,2022-04-03
164,CUST5873,Phone,4,205,820,2024-08-24
165,CUST7714,Tshirt,4,308,1232,2022-05-28
166,CUST8507,Watch,3,84,252,2022-04-26
167,CUST3465,Tshirt,2,217,434,2021-08-19
168,CUST9667,Watch,2,350,700,2024-08-02
169,CUST4183,Tshirt,3,180,540,2025-01-20
170,CUST7141,Watch,3,416,1248,2023-03-28
171,CUST4629,Watch,4,115,460,2022-03-31
172,CUST9974,Watch,4,102,408,2023-04-22
173,CUST1026,Bag,2,197,394,2024-03-20
174,CUST1729,Phone,4,431,1724,2021-09-12
175,CUST2947,Phone,1,62,62,2023-07-19
176,CUST5853,Laptop,2,442,884,2021-06-05
177,CUST7144,Laptop,3,313,939,2024-05-24
178,CUST8508,Laptop,4,170,680,2023-11-04
179,CUST6785,Bag,4,380,1520,2022-12-15
180,CUST9108,Watch,1,125,125,2022-04-13
181,CUST1744,Tshirt,2,360,720,2022-06-27
182,CUST10604,Phone,4,206,824,2024-08-08
183,CUST5731,Shoes,3,57,171,2023-01-03
184,CUST1919,Bag,1,500,500,2021-10-21
185,CUST9973,Phone,1,323,323,2022-12-03
186,CUST3554,Phone,1,245,245,2024-06-06
187,CUST3918,Shoes,4,43,172,2024-01-04
188,CUST10201,Shoes,4,337,1348,2023-03-31
189,CUST2179,Laptop,1,156,156,2023-01-31
190,CUST5069,Laptop,1,457,457,2025-02-02
191,CUST8895,Phone,3,361,1083,2021-10-16
192,CUST8158,Watch,4,122,488,2021-10-12
193,CUST1559,Watch,3,294,882,2023-07-04
194,CUST3164,Tshirt,4,475,1900,2022-02-18
195,CUST3784,Laptop,2,145,290,2022-05-13
196,CUST7979,Laptop,3,290,870,2024-11-26
197,CUST7194,Watch,4,431,1724,2023-04-16
198,CUST6204,Watch,3,262,786,2022-04-28
199,CUST7466,Laptop,2,435,870,2024-08-21
200,CUST10186,Tshirt,3,267,801,2022-01-18
201,CUST4182,Bag,3,204,612,2023-06-26
202,CUST9022,Laptop,1,138,138,2023-12-08
203,CUST3499,Watch,2,371,742,2023-08-06
204,CUST9867,Shoes,4,131,524,2022-11-19
205,CUST8119,Laptop,1,491,491,2022-03-17
206,CUST1097,Laptop,3,120,360,2022-08-04
207,CUST10762,Shoes,4,348,1392,2022-10-17
208,CUST9600,Phone,3,480,1440,2021-09-28
209,CUST8512,Phone,3,29,87,2021-11-13
210,CUST9967,Shoes,4,238,952,2022-06-22
211,CUST9936,Shoes,3,460,1380,2022-05-17
212,CUST3695,Watch,3,333,999,2024-12-22
213,CUST8393,Laptop,2,112,224,2021-05-03
214,CUST9157,Phone,1,76,76,2022-04-29
215,CUST5103,Watch,2,335,670,2022-11-18
216,CUST4943,Shoes,4,232,928,2023-02-27
217,CUST6269,Laptop,1,415,415,2022-07-13
218,CUST9197,Phone,4,277,1108,2024-09-30
219,CUST8501,Laptop,2,474,948,2023-05-26
220,CUST6222,Bag,4,284,1136,2024-01-24
221,CUST10947,Watch,4,464,1856,2024-09-29
222,CUST10605,Tshirt,4,373,1492,2023-08-20
223,CUST9290,Bag,3,432,1296,2022-05-16
224,CUST1922,Watch,1,447,447,2024-10-14
225,CUST3563,Phone,3,332,996,2023-05-15
226,CUST10506,Bag,3,449,1347,2024-12-19
227,CUST8068,Watch,1,401,401,2024-02-16
228,CUST5327,Laptop,4,439,1756,2023-12-10
229,CUST3942,Tshirt,1,67,67,2022-03-31
230,CUST1480,Shoes,4,188,752,2023-05-09
231,CUST3837,Bag,1,65,65,2022-12-06
232,CUST3823,Watch,2,21,42,2024-05-09
233,CUST9688,Laptop,4,63,252,2021-04-16
234,CUST7402,Watch,1,455,455,2023-01-24
235,CUST9960,Watch,4,464,1856,2021-06-22
236,CUST9678,Tshirt,2,37,74,2021-03-09
237,CUST4431,Laptop,2,149,298,2023-05-24
238,CUST1649,Bag,4,112,448,2021-04-02
239,CUST10315,Tshirt,1,72,72,2023-08-12
240,CUST6441,Laptop,2,366,732,2021-04-29
241,CUST8533,Tshirt,3,319,957,2024-11-06
242,CUST10373,Laptop,4,13,52,2021-05-20
243,CUST2638,Shoes,2,356,712,2021-06-23
244,CUST9902,Laptop,2,259,518,2024-12-26
245,CUST7579,Watch,2,168,336,2025-01-04
246,CUST10727,Shoes,2,102,204,2022-02-21
247,CUST10318,Watch,3,47,141,2022-10-16
248,CUST7226,Phone,4,105,420,2023-11-16
249,CUST10911,Shoes,2,174,348,2024-05-25
250,CUST1624,Bag,3,380,1140,2024-06-15
251,CUST9467,Phone,2,251,502,2022-05-27
252,CUST7815,Watch,3,219,657,2023-09-19
253,CUST8793,Laptop,4,57,228,2021-03-03
254,CUST9106,Bag,3,397,1191,2024-12-02
255,CUST1048,Bag,2,458,916,2024-08-30
256,CUST1164,Phone,2,314,628,2024-02-09
257,CUST7293,Phone,2,361,722,2023-02-05
258,CUST2044,Bag,3,422,1266,2021-01-04
259,CUST6684,Laptop,3,245,735,2022-10-12
260,CUST6720,Laptop,2,389,778,2025-01-25
261,CUST2251,Watch,4,36,144,2023-10-10
262,CUST10535,Bag,2,439,878,2024-01-25
263,CUST6005,Bag,3,400,1200,2022-04-04
264,CUST10817,Phone,4,317,1268,2023-02-07
265,CUST8175,Shoes,3,186,558,2023-11-13
266,CUST7703,Shoes,3,72,216,2021-03-25
267,CUST4930,Laptop,2,113,226,2024-11-04
268,CUST7177,Laptop,3,42,126,2021-10-16
269,CUST1722,Phone,2,488,976,2024-01-19
270,CUST1963,Phone,4,73,292,2024-10-23
271,CUST5640,Phone,3,486,1458,2022-11-22
272,CUST9650,Bag,2,367,734,2021-02-16
273,CUST6443,Bag,3,35,105,2022-05-20
274,CUST7651,Shoes,1,256,256,2023-08-28
275,CUST1054,Tshirt,2,491,982,2023-03-21
276,CUST8741,Bag,1,308,308,2023-09-19
277,CUST6580,Watch,3,259,777,2024-01-11
278,CUST6697,Phone,1,169,169,2024-05-05
279,CUST4070,Tshirt,2,48,96,2024-03-16
280,CUST8140,Watch,3,53,159,2024-10-05
281,CUST9842,Laptop,3,369,1107,2022-11-14
282,CUST5963,Watch,3,473,1419,2021-03-14
283,CUST4750,Watch,3,46,138,2024-04-22
284,CUST2678,Tshirt,3,346,1038,2023-08-11
285,CUST2844,Watch,4,130,520,2022-10-23
286,CUST9513,Tshirt,3,487,1461,2024-06-29
287,CUST2929,Shoes,4,314,1256,2023-05-03
288,CUST4255,Shoes,4,422,1688,2023-05-05
289,CUST4574,Laptop,1,388,388,2023-10-11
290,CUST10866,Phone,2,18,36,2023-09-03
291,CUST2904,Shoes,2,485,970,2025-01-07
292,CUST5346,Bag,1,62,62,2022-04-17
293,CUST5284,Phone,1,69,69,2024-04-10
294,CUST10302,Tshirt,4,87,348,2024-04-18
295,CUST4070,Laptop,1,355,355,2021-08-09
296,CUST10072,Shoes,3,236,708,2023-09-30
297,CUST5914,Bag,2,385,770,2024-08-05
298,CUST5524,Laptop,3,189,567,2024-03-10
299,CUST6024,Shoes,2,21,42,2024-06-04
300,CUST6892,Phone,2,23,46,2024-07-27
301,CUST10285,Shoes,4,279,1116,2024-09-28
302,CUST8834,Shoes,4,289,1156,2024-06-28
303,CUST4399,Bag,2,159,318,2024-09-19
304,CUST7670,Bag,1,375,375,2022-08-30
305,CUST4995,Watch,2,347,694,2023-07-25
306,CUST9756,Shoes,2,418,836,2024-09-24
307,CUST10668,Shoes,4,335,1340,2024-09-07
308,CUST6970,Bag,2,94,188,2023-12-08
309,CUST1480,Bag,1,411,411,2024-04-10
310,CUST10504,Phone,3,286,858,2022-06-25
311,CUST3358,Shoes,1,408,408,2024-10-02
312,CUST4334,Phone,4,479,1916,2021-10-27
313,CUST8545,Shoes,4,168,672,2023-01-11
314,CUST8829,Watch,1,22,22,2021-04-14
315,CUST5540,Shoes,1,78,78,2023-01-28
316,CUST1149,Phone,3,384,1152,2021-08-31
317,CUST10101,Laptop,4,356,1424,2022-11-30
318,CUST2194,Bag,1,297,297,2024-06-06
319,CUST5489,Bag,1,313,313,2024-11-27
320,CUST7512,Bag,3,343,1029,2021-02-06
321,CUST9754,Shoes,1,249,249,2024-01-06
322,CUST6102,Watch,4,277,1108,2024-04-29
323,CUST10488,Tshirt,4,206,824,2024-06-22
324,CUST1207,Bag,2,367,734,2021-01-31
325,CUST9165,Tshirt,3,390,1170,2021-09-20
326,CUST9642,Tshirt,2,239,478,2023-09-24
327,CUST9930,Bag,4,238,952,2023-02-23
328,CUST2238,Laptop,1,210,210,2024-07-11
329,CUST6839,Tshirt,3,168,504,2024-11-14
330,CUST1431,Watch,1,88,88,2022-04-17
331,CUST2449,Phone,2,57,114,2024-04-18
332,CUST1258,Phone,1,298,298,2022-04-30
333,CUST1041,Laptop,2,444,888,2021-06-12
334,CUST7217,Shoes,4,357,1428,2022-05-08
335,CUST8210,Watch,3,34,102,2023-06-16
336,CUST7783,Watch,4,361,1444,2022-11-28
337,CUST2324,Laptop,2,359,718,2023-05-17
338,CUST3627,Tshirt,1,37,37,2022-05-11
339,CUST1312,Tshirt,1,72,72,2024-11-08
340,CUST7589,Watch,2,333,666,2022-06-17
341,CUST2365,Tshirt,4,485,1940,2022-02-18
342,CUST5424,Tshirt,2,29,58,2023-12-29
343,CUST7566,Watch,1,53,53,2024-10-29
344,CUST2217,Phone,1,437,437,2024-03-22
345,CUST3363,Shoes,2,234,468,2021-05-18
346,CUST9283,Watch,3,309,927,2022-12-24
347,CUST10472,Phone,1,228,228,2024-07-24
348,CUST7996,Tshirt,3,390,1170,2023-10-10
349,CUST10825,Laptop,2,497,994,2023-03-17
350,CUST6730,Phone,3,85,255,2021-03-01
351,CUST9750,Watch,4,133,532,2022-06-16
352,CUST4230,Shoes,1,254,254,2021-10-25
353,CUST4121,Laptop,2,427,854,2024-04-25
354,CUST1378,Watch,4,211,844,2022-07-08
355,CUST9339,Tshirt,4,498,1992,2024-07-05
356,CUST10030,Watch,3,36,108,2022-10-28
357,CUST9280,Shoes,4,351,1404,2023-03-04
358,CUST9974,Watch,1,301,301,2021-04-15
359,CUST2739,Watch,4,345,1380,2023-07-24
360,CUST2810,Shoes,3,500,1500,2024-09-07
361,CUST7771,Tshirt,4,138,552,2023-04-18
362,CUST5516,Watch,4,306,1224,2023-03-20
363,CUST4923,Shoes,3,42,126,2021-02-02
364,CUST3662,Shoes,3,451,1353,2022-02-14
365,CUST9245,Phone,2,314,628,2021-11-06
366,CUST8901,Shoes,2,50,100,2022-10-12
367,CUST8756,Laptop,2,476,952,2024-07-10
368,CUST6636,Tshirt,3,143,429,2023-09-27
369,CUST1062,Bag,4,444,1776,2021-08-12
370,CUST2835,Bag,1,67,67,2021-04-03
371,CUST4504,Shoes,2,27,54,2023-06-29
372,CUST10346,Bag,1,156,156,2022-04-04
373,CUST4850,Shoes,4,257,1028,2023-04-05
374,CUST3148,Phone,1,102,102,2022-03-27
375,CUST5404,Phone,2,77,154,2023-02-03
376,CUST9624,Watch,1,223,223,2021-02-27
377,CUST7597,Phone,2,29,58,2021-04-19
378,CUST2530,Phone,4,316,1264,2022-02-08
379,CUST10094,Laptop,1,199,199,2021-06-30
380,CUST2622,Phone,4,210,840,2021-10-09
381,CUST5238,Bag,1,98,98,2024-11-13
382,CUST3060,Shoes,2,109,218,2021-02-14
383,CUST10383,Tshirt,2,281,562,2023-03-15
384,CUST7631,Tshirt,4,187,748,2022-04-01
385,CUST6093,Tshirt,1,367,367,2021-04-28
386,CUST1952,Watch,2,412,824,2021-06-20
387,CUST4302,Phone,4,466,1864,2022-04-27
388,CUST1308,Tshirt,4,80,320,2022-09-17
389,CUST7178,Laptop,2,186,372,2023-05-04
390,CUST5123,Shoes,3,81,243,2024-05-14
391,CUST7325,Tshirt,3,478,1434,2024-06-06
392,CUST3569,Laptop,1,452,452,2024-09-23
393,CUST6292,Phone,4,20,80,2023-04-28
394,CUST6017,Laptop,1,382,382,2024-03-26
395,CUST6835,Watch,2,428,856,2024-05-23
396,CUST4841,Shoes,4,492,1968,2021-05-11
397,CUST9593,Phone,1,322,322,2023-10-29
398,CUST8168,Watch,1,399,399,2024-02-24
399,CUST5827,Bag,4,462,1848,2021-05-17
400,CUST4417,Shoes,1,438,438,2022-11-02
401,CUST2450,Watch,2,467,934,2022-04-09
402,CUST4230,Bag,4,193,772,2023-04-15
403,CUST6750,Tshirt,1,408,408,2022-07-02
404,CUST4110,Shoes,1,381,381,2022-06-26
405,CUST5259,Laptop,3,295,885,2022-12-15
406,CUST10901,Shoes,1,216,216,2021-03-30
407,CUST1798,Shoes,4,164,656,2022-07-25
408,CUST10306,Phone,1,372,372,2021-08-11
409,CUST2092,Phone,2,442,884,2022-02-18
410,CUST3081,Shoes,2,300,600,2024-12-10
411,CUST4951,Watch,3,324,972,2023-06-26
412,CUST4388,Phone,4,224,896,2022-11-15
413,CUST9270,Shoes,2,349,698,2022-08-14
414,CUST9797,Shoes,1,386,386,2021-06-17
415,CUST6380,Bag,1,293,293,2023-11-24
416,CUST4937,Phone,3,320,960,2021-01-04
417,CUST9440,Tshirt,2,197,394,2023-03-31
418,CUST9694,Laptop,3,441,1323,2022-03-02
419,CUST2691,Shoes,2,121,242,2021-11-27
420,CUST3485,Phone,4,111,444,2022-07-05
421,CUST6027,Laptop,1,179,179,2022-11-10
422,CUST2933,Shoes,3,118,354,2022-03-28
423,CUST5179,Shoes,2,134,268,2022-09-08
424,CUST3596,Laptop,4,231,924,2021-07-19
425,CUST3079,Tshirt,1,331,331,2022-02-11
426,CUST8969,Phone,4,63,252,2022-09-21
427,CUST9651,Phone,3,10,30,2023-11-07
428,CUST5711,Laptop,2,175,350,2021-10-14
429,CUST3212,Laptop,2,227,454,2023-07-01
430,CUST2594,Laptop,2,63,126,2021-01-21
431,CUST7876,Watch,2,161,322,2022-03-05
432,CUST4907,Tshirt,4,242,968,2024-06-07
433,CUST5825,Shoes,2,410,820,2021-12-27
434,CUST10193,Shoes,4,323,1292,2023-07-03
435,CUST9712,Watch,2,292,584,2021-11-02
436,CUST10856,Phone,1,85,85,2024-03-14
437,CUST1158,Bag,1,245,245,2023-11-28
438,CUST4391,Phone,4,462,1848,2021-11-15
439,CUST6269,Laptop,3,214,642,2021-05-31
440,CUST6747,Bag,3,199,597,2025-01-29
441,CUST6280,Tshirt,1,491,491,2022-12-17
442,CUST10979,Phone,2,318,636,2023-11-03
443,CUST1145,Phone,3,88,264,2021-08-27
444,CUST6760,Shoes,4,453,1812,2024-03-16
445,CUST4538,Laptop,2,128,256,2023-11-17
446,CUST5036,Tshirt,1,72,72,2024-07-11
447,CUST5488,Watch,3,384,1152,2023-07-20
448,CUST2097,Tshirt,1,330,330,2022-11-28
449,CUST7738,Shoes,1,340,340,2021-11-06
450,CUST9183,Laptop,1,185,185,2024-02-08
451,CUST10518,Shoes,1,399,399,2024-07-31
452,CUST3593,Shoes,4,364,1456,2023-07-20
453,CUST1643,Tshirt,1,137,137,2022-12-03
454,CUST9003,Laptop,3,352,1056,2022-08-15
455,CUST10928,Tshirt,4,490,1960,2021-03-26
456,CUST8576,Laptop,2,327,654,2022-07-14
457,CUST3691,Shoes,3,292,876,2023-06-25
458,CUST9285,Tshirt,4,351,1404,2021-06-06
459,CUST7638,Tshirt,4,59,236,2022-04-03
460,CUST4112,Laptop,2,348,696,2024-06-27
461,CUST9707,Shoes,4,165,660,2021-09-29
462,CUST6257,Tshirt,3,308,924,2024-02-11
463,CUST4218,Shoes,4,65,260,2021-08-28
464,CUST7603,Laptop,4,174,696,2021-01-18
465,CUST10355,Watch,2,142,284,2024-10-29
466,CUST10130,Bag,1,110,110,2024-10-23
467,CUST10937,Shoes,4,126,504,2022-11-16
468,CUST4337,Watch,3,375,1125,2021-11-21
469,CUST10672,Phone,4,116,464,2021-01-31
470,CUST1627,Phone,1,82,82,2021-03-27
471,CUST6174,Shoes,3,324,972,2023-07-03
472,CUST6871,Bag,3,368,1104,2023-03-14
473,CUST10965,Shoes,3,273,819,2024-04-22
474,CUST4102,Laptop,2,134,268,2024-11-29
475,CUST8789,Tshirt,3,150,450,2023-02-18
476,CUST8958,Laptop,4,404,1616,2025-01-10
477,CUST7000,Phone,4,157,628,2021-08-28
478,CUST8038,Laptop,1,314,314,2022-03-29
479,CUST5878,Shoes,2,499,998,2023-04-20
480,CUST4810,Laptop,4,62,248,2021-03-04
481,CUST8135,Phone,4,91,364,2022-01-22
482,CUST9510,Laptop,3,339,1017,2023-08-15
483,CUST8491,Bag,4,157,628,2021-10-13
484,CUST3925,Phone,4,278,1112,2021-11-18
485,CUST8475,Tshirt,4,162,648,2024-05-22
486,CUST1356,Laptop,4,229,916,2022-12-23
487,CUST3372,Phone,3,174,522,2023-06-20
488,CUST4919,Phone,2,455,910,2021-08-22
489,CUST10259,Phone,2,246,492,2021-01-16
490,CUST4208,Laptop,2,362,724,2023-09-02
491,CUST1538,Watch,1,407,407,2021-01-17
492,CUST3213,Shoes,2,170,340,2021-11-28
493,CUST1942,Tshirt,2,155,310,2021-01-01
494,CUST3299,Shoes,2,67,134,2021-11-01
495,CUST9939,Shoes,3,483,1449,2024-10-23
496,CUST9870,Watch,3,27,81,2021-01-30
497,CUST7403,Tshirt,1,14,14,2024-05-03
498,CUST9656,Phone,4,388,1552,2022-12-30
499,CUST4283,Laptop,3,496,1488,2023-07-04
500,CUST9755,Laptop,1,200,200,2023-03-19
501,CUST4998,Laptop,4,271,1084,2021-04-05
502,CUST7891,Bag,2,279,558,2022-09-09
503,CUST8676,Watch,1,369,369,2021-09-30
504,CUST2694,Bag,1,484,484,2023-04-30
505,CUST6732,Phone,3,221,663,2023-06-21
506,CUST9161,Watch,3,186,558,2023-07-19
507,CUST4813,Phone,2,292,584,2022-12-16
508,CUST6770,Tshirt,2,98,196,2023-03-21
509,CUST10554,Phone,3,297,891,2023-03-30
510,CUST10795,Laptop,2,204,408,2022-05-25
511,CUST9789,Phone,4,277,1108,2022-02-17
512,CUST6481,Bag,1,176,176,2022-03-31
513,CUST2885,Tshirt,3,28,84,2024-07-03
514,CUST3686,Phone,2,196,392,2022-07-19
515,CUST9471,Watch,4,404,1616,2023-10-13
516,CUST6400,Bag,1,483,483,2021-06-19
517,CUST9858,Phone,4,459,1836,2022-06-07
518,CUST3964,Bag,3,500,1500,2024-04-23
519,CUST10242,Bag,4,392,1568,2021-03-31
520,CUST1615,Laptop,4,102,408,2021-06-08
521,CUST3383,Laptop,4,178,712,2021-11-10
522,CUST8422,Tshirt,4,376,1504,2024-12-15
523,CUST10323,Bag,3,296,888,2024-04-02
524,CUST2882,Laptop,1,267,267,2023-11-10
525,CUST1349,Bag,2,14,28,2023-08-23
526,CUST7732,Phone,1,316,316,2025-01-18
527,CUST6773,Laptop,3,317,951,2022-04-16
528,CUST2113,Bag,3,43,129,2024-06-02
529,CUST4629,Shoes,3,342,1026,2024-07-18
530,CUST6115,Shoes,1,263,263,2023-10-25
531,CUST3492,Shoes,1,90,90,2024-08-22
532,CUST8724,Bag,3,452,1356,2024-01-01
533,CUST8976,Bag,1,381,381,2021-12-27
534,CUST5083,Tshirt,3,70,210,2023-10-26
535,CUST8308,Tshirt,2,134,268,2023-09-16
536,CUST9411,Shoes,2,287,574,2024-07-18
537,CUST1676,Laptop,4,222,888,2024-07-30
538,CUST7865,Bag,4,188,752,2024-08-27
