TransactionID,CustomerID,Branch,Amount,Date
164,CUST11520,Chennai,71791,2022-10-20
165,CUST4658,Bangalore,7926,2022-08-14
166,CUST9905,Bangalore,61184,2024-03-26
167,CUST19613,Delhi,55470,2024-11-11
168,CUST8305,Bangalore,99880,2023-06-27
169,CUST19745,Chennai,52413,2023-05-05
170,CUST19255,Hyderabad,58932,2021-12-23
171,CUST3475,Chennai,69477,2022-01-15
172,CUST18166,Delhi,46059,2022-12-11
173,CUST7201,Hyderabad,59116,2024-06-25
174,CUST13010,Bangalore,34553,2022-09-02
175,CUST11635,Mumbai,42471,2024-04-01
176,CUST2286,Hyderabad,40842,2022-09-07
177,CUST8762,Chennai,73465,2021-05-26
178,CUST14399,Mumbai,95569,2024-09-30
179,CUST3767,Mumbai,53061,2022-05-11
180,CUST12942,Chennai,22516,2024-11-10
181,CUST11771,Delhi,1319,2024-10-21
182,CUST3676,Mumbai,92221,2021-06-27
183,CUST17028,Bangalore,50203,2022-03-15
184,CUST10791,Bangalore,62947,2022-07-20
185,CUST9985,Mumbai,56662,2024-02-25
186,CUST17719,Chennai,7750,2023-02-09
187,CUST14509,Chennai,79815,2023-12-04
188,CUST13938,Bangalore,64670,2024-03-13
189,CUST17950,Hyderabad,66793,2024-09-20
190,CUST14096,Hyderabad,56525,2024-10-31
191,CUST2619,Hyderabad,31324,2022-06-12
192,CUST14844,Delhi,56271,2024-09-10
193,CUST16252,Hyderabad,31151,2023-02-15
194,CUST13893,Delhi,97482,2024-07-24
195,CUST11953,Hyderabad,60573,2024-11-21
196,CUST16716,Delhi,66066,2021-08-16
197,CUST16984,Chennai,6609,2021-04-23
198,CUST1023,Bangalore,41137,2025-01-17
199,CUST17737,Mumbai,62572,2021-10-03
200,CUST11504,Mumbai,42237,2022-07-18
201,CUST1599,Chennai,34858,2024-01-29
202,CUST15065,Delhi,61307,2023-01-26
203,CUST7650,Chennai,18664,2023-01-28
204,CUST1172,Chennai,39862,2022-01-10
205,CUST10583,Bangalore,53740,2024-06-11
206,CUST6035,Delhi,74013,2022-12-17
207,CUST12393,Mumbai,304,2022-05-17
208,CUST6115,Hyderabad,93060,2023-07-03
209,CUST1681,Mumbai,45963,2024-06-20
210,CUST8068,Mumbai,37182,2021-07-18
211,CUST11077,Delhi,27052,2024-05-28
212,CUST4124,Hyderabad,81445,2021-01-19
213,CUST3437,Hyderabad,84869,2025-02-06
214,CUST18470,Bangalore,3401,2023-12-25
215,CUST4960,Chennai,59327,2021-02-24
216,CUST13383,Delhi,4733,2021-08-10
217,CUST15347,Hyderabad,64460,2024-04-15
218,CUST11764,Delhi,47365,2022-03-10
219,CUST4819,Hyderabad,26984,2023-04-28
220,CUST1414,Mumbai,71030,2023-02-21
221,CUST16729,Hyderabad,96282,2021-03-14
222,CUST2662,Delhi,47212,2021-05-29
223,CUST10166,Chennai,38923,2022-10-10
224,CUST18837,Mumbai,17431,2021-09-01
225,CUST7871,Mumbai,84526,2024-07-18
226,CUST4772,Delhi,52197,2021-08-17
227,CUST17385,Chennai,95768,2021-05-20
228,CUST17242,Mumbai,11576,2021-06-16
229,CUST13377,Delhi,54514,2021-03-31
230,CUST1525,Bangalore,58728,2024-05-18
231,CUST1335,Bangalore,90546,2023-02-03
232,CUST14886,Chennai,54829,2021-11-30
233,CUST14440,Delhi,36012,2023-01-16
234,CUST15901,Delhi,75909,2023-07-04
235,CUST10632,Delhi,93304,2023-04-18
236,CUST12904,Hyderabad,86309,2023-10-16
237,CUST9317,Chennai,21689,2023-06-01
238,CUST1685,Chennai,92723,2023-02-11
239,CUST1422,Mumbai,13083,2023-07-31
240,CUST1505,Mumbai,69246,2023-06-17
241,CUST7848,Delhi,19022,2021-01-10
242,CUST8260,Hyderabad,84450,2021-07-14
243,CUST11805,Bangalore,74784,2023-01-29
244,CUST14417,Delhi,70354,2022-10-25
245,CUST19991,Bangalore,44197,2024-08-31
246,CUST17253,Bangalore,4057,2023-07-25
247,CUST11240,Chennai,21509,2021-06-09
248,CUST19490,Delhi,21292,2023-08-02
249,CUST17250,Delhi,77113,2021-02-27
250,CUST16204,Bangalore,12130,2023-06-12
251,CUST19873,Mumbai,80657,2023-08-25
252,CUST7915,Delhi,21412,2022-08-22
253,CUST14314,Hyderabad,29972,2022-03-03
254,CUST8298,Delhi,79806,2023-04-22
255,CUST9766,Hyderabad,3932,2022-08-05
256,CUST15123,Chennai,68228,2023-01-07
257,CUST2753,Bangalore,2846,2025-01-11
258,CUST12961,Hyderabad,81368,2021-04-13
259,CUST11052,Chennai,76201,2022-05-17
260,CUST15581,Chennai,47069,2022-01-25
261,CUST17338,Bangalore,45645,2024-09-26
262,CUST15272,Mumbai,35905,2021-09-29
263,CUST18553,Mumbai,90094,2023-08-15
264,CUST10225,Mumbai,81843,2023-01-16
265,CUST18508,Chennai,42720,2022-10-03
266,CUST1016,Delhi,2686,2024-08-31
267,CUST3316,Hyderabad,70073,2023-08-13
268,CUST10629,Hyderabad,19500,2021-09-28
269,CUST18516,Mumbai,77135,2023-10-23
270,CUST7603,Bangalore,3546,2023-08-06
271,CUST19955,Delhi,68320,2024-05-24
272,CUST19695,Hyderabad,59557,2023-08-04
273,CUST1288,Hyderabad,64456,2024-01-04
274,CUST8886,Bangalore,1367,2022-08-06
275,CUST4725,Hyderabad,66226,2022-08-30
276,CUST16450,Chennai,9503,2023-03-13
277,CUST8622,Delhi,87482,2023-04-05
278,CUST18308,Chennai,6261,2023-04-22
279,CUST9115,Chennai,1453,2023-06-09
280,CUST11410,Chennai,39097,2021-11-12
281,CUST6712,Bangalore,33039,2024-02-03
282,CUST15791,Delhi,28555,2023-03-04
283,CUST12025,Delhi,41329,2024-01-25
284,CUST10658,Mumbai,79177,2021-02-20
285,CUST9090,Mumbai,89930,2022-03-18
286,CUST2887,Delhi,8679,2021-12-17
287,CUST11501,Chennai,12336,2022-01-04
288,CUST2857,Mumbai,82965,2024-06-21
289,CUST12477,Bangalore,45924,2023-10-06
290,CUST14763,Delhi,900,2023-02-15
291,CUST11288,Chennai,43612,2023-04-23
292,CUST8697,Delhi,52598,2022-11-14
293,CUST13763,Delhi,43058,2022-09-05
294,CUST9636,Bangalore,42566,2025-01-18
295,CUST1913,Hyderabad,8073,2021-03-02
296,CUST1807,Mumbai,24916,2021-03-11
297,CUST6088,Delhi,58803,2024-09-18
298,CUST3305,Chennai,82241,2022-05-29
299,CUST15410,Hyderabad,14160,2021-02-23
300,CUST11546,Chennai,21778,2021-05-03
301,CUST11991,Delhi,85961,2023-05-09
302,CUST12641,Bangalore,70151,2023-04-02
303,CUST18525,Bangalore,72879,2022-11-23
304,CUST4387,Hyderabad,57359,2022-07-12
305,CUST7016,Hyderabad,73171,2022-04-23
306,CUST11969,Mumbai,82614,2023-01-05
307,CUST12823,Hyderabad,65790,2022-10-07
308,CUST19849,Mumbai,78560,2024-05-02
309,CUST1852,Hyderabad,29869,2021-12-09
310,CUST15567,Bangalore,64278,2023-02-17
311,CUST13948,Delhi,82716,2021-11-12
312,CUST4397,Hyderabad,90085,2024-06-01
313,CUST6982,Delhi,3800,2021-04-14
314,CUST16991,Chennai,70502,2021-07-24
315,CUST18661,Bangalore,44343,2024-11-26
316,CUST15890,Mumbai,78669,2022-05-19
317,CUST19211,Chennai,93434,2023-11-29
318,CUST15277,Chennai,68522,2024-09-28
319,CUST1460,Bangalore,10048,2021-06-21
320,CUST10376,Hyderabad,68726,2022-08-23
321,CUST8131,Hyderabad,54394,2021-03-23
322,CUST15362,Mumbai,56261,2023-06-26
323,CUST7030,Hyderabad,16767,2024-03-11
324,CUST8044,Chennai,29830,2022-06-02
325,CUST17800,Delhi,75338,2022-06-01
326,CUST1023,Chennai,6956,2024-10-31
327,CUST14582,Delhi,50771,2021-01-15
328,CUST1636,Delhi,64930,2021-07-26
329,CUST6392,Chennai,82697,2023-10-30
330,CUST15342,Chennai,42536,2022-07-28
331,CUST5540,Bangalore,87246,2021-05-10
332,CUST6886,Bangalore,60720,2024-01-27
333,CUST4903,Chennai,14440,2021-02-23
334,CUST10655,Delhi,46609,2024-09-13
335,CUST17202,Mumbai,34277,2021-06-01
336,CUST10932,Delhi,19624,2021-03-14
337,CUST9343,Mumbai,13588,2023-03-28
338,CUST3176,Hyderabad,84268,2023-12-23
339,CUST17010,Hyderabad,43326,2022-09-17
340,CUST10351,Chennai,35371,2023-02-26
341,CUST8263,Bangalore,98164,2021-09-25
342,CUST17090,Hyderabad,13420,2022-09-26
343,CUST6436,Delhi,97656,2022-06-14
344,CUST19537,Chennai,11018,2024-02-01
345,CUST2508,Mumbai,33830,2023-10-30
346,CUST8326,Bangalore,61096,2021-12-16
347,CUST12001,Delhi,75229,2021-07-19
348,CUST10336,Bangalore,70350,2024-08-08
349,CUST11504,Mumbai,51028,2025-01-10
350,CUST18469,Delhi,91586,2021-05-24
351,CUST11440,Delhi,48671,2023-04-02
352,CUST15505,Hyderabad,3125,2022-06-10
353,CUST10298,Chennai,14058,2021-06-15
354,CUST5959,Bangalore,25857,2021-01-11
355,CUST3562,Chennai,73086,2021-06-15
356,CUST5970,Bangalore,77968,2021-02-09
357,CUST19914,Bangalore,14277,2022-05-17
358,CUST18015,Mumbai,88748,2025-01-29
359,CUST6965,Mumbai,90528,2023-02-21
360,CUST4035,Bangalore,33694,2021-10-24
361,CUST4107,Delhi,88789,2021-04-11
362,CUST14193,Delhi,73027,2024-08-20
363,CUST16565,Chennai,23498,2022-03-09
364,CUST12430,Hyderabad,32498,2022-05-12
365,CUST7446,Hyderabad,21029,2021-12-30
366,CUST16392,Mumbai,16638,2024-04-29
367,CUST18454,Delhi,52615,2024-05-26
368,CUST13530,Chennai,86834,2021-10-27
369,CUST15393,Bangalore,21912,2021-06-06
370,CUST15792,Chennai,99809,2022-06-11
371,CUST12419,Hyderabad,9598,2023-06-11
372,CUST13427,Chennai,66903,2023-10-31
373,CUST1897,Delhi,79944,2021-08-27
374,CUST14377,Delhi,27845,2023-01-12
375,CUST6303,Bangalore,49130,2023-04-10
376,CUST8554,Mumbai,24853,2022-04-22
377,CUST12144,Bangalore,18379,2021-08-02
378,CUST10894,Delhi,78568,2023-05-13
379,CUST11092,Hyderabad,43949,2024-02-22
380,CUST15931,Bangalore,29187,2022-12-22
381,CUST10485,Hyderabad,30267,2023-01-25
382,CUST12663,Hyderabad,67742,2023-04-29
383,CUST7049,Mumbai,27079,2023-05-07
384,CUST18337,Bangalore,7418,2022-05-15
385,CUST9548,Hyderabad,93658,2025-01-20
386,CUST4258,Delhi,80948,2024-09-23
387,CUST9700,Bangalore,72015,2021-09-04
388,CUST9352,Mumbai,54701,2021-08-29
389,CUST7444,Delhi,42725,2021-07-30
390,CUST8757,Mumbai,15332,2022-04-22
391,CUST11634,Chennai,60302,2023-05-26
392,CUST1772,Hyderabad,67476,2024-03-02
393,CUST2413,Delhi,85705,2021-11-01
394,CUST16608,Mumbai,49873,2024-01-07
395,CUST6756,Bangalore,52669,2023-04-23
396,CUST14882,Mumbai,41510,2023-08-14
397,CUST8482,Mumbai,84258,2024-01-16
398,CUST14785,Hyderabad,80267,2024-08-19
399,CUST14733,Chennai,93204,2024-08-06
400,CUST12372,Bangalore,9039,2023-06-07
401,CUST17639,Hyderabad,69787,2024-12-10
402,CUST7703,Delhi,53497,2021-02-25
403,CUST10532,Mumbai,58544,2021-07-18
404,CUST9971,Chennai,10977,2024-11-14
405,CUST14622,Mumbai,74268,2025-01-30
406,CUST19463,Chennai,25499,2022-12-15
407,CUST15384,Chennai,727,2024-01-13
408,CUST2829,Delhi,73773,2023-05-24
409,CUST18018,Delhi,29857,2023-12-30
410,CUST17200,Hyderabad,80922,2021-03-12
411,CUST11702,Chennai,62486,2023-08-27
412,CUST3420,Hyderabad,2490,2022-01-21
413,CUST14430,Delhi,58128,2023-03-03
414,CUST10658,Bangalore,68839,2024-10-20
415,CUST7666,Mumbai,76864,2024-12-16
416,CUST16432,Delhi,66199,2024-07-12
417,CUST11068,Delhi,85183,2022-09-24
418,CUST2132,Bangalore,9693,2021-07-15
419,CUST9777,Hyderabad,46861,2022-04-14
420,CUST8982,Delhi,25107,2021-07-30
421,CUST18355,Mumbai,97739,2024-07-20
422,CUST5085,Chennai,90377,2022-10-11
423,CUST5949,Hyderabad,46328,2021-02-11
424,CUST7693,Bangalore,27668,2024-02-27
425,CUST17373,Mumbai,46502,2023-10-11
426,CUST11443,Delhi,49409,2022-03-31
427,CUST13261,Chennai,79689,2021-02-08
428,CUST1815,Hyderabad,36345,2021-02-17
429,CUST6894,Chennai,79812,2023-06-10
430,CUST15066,Chennai,79596,2022-01-29
431,CUST7599,Chennai,52324,2022-03-26
432,CUST16526,Chennai,9484,2022-03-26
433,CUST16790,Mumbai,96571,2021-04-24
434,CUST2765,Bangalore,70739,2021-01-06
435,CUST12287,Bangalore,37136,2022-08-23
436,CUST14899,Chennai,25277,2024-06-04
437,CUST19695,Hyderabad,67276,2022-08-18
438,CUST2343,Mumbai,58553,2024-12-04
439,CUST18868,Chennai,21719,2023-03-25
440,CUST9418,Mumbai,47975,2024-01-23
441,CUST11748,Chennai,3337,2024-10-08
442,CUST16345,Bangalore,99435,2021-06-16
443,CUST1070,Mumbai,29494,2021-09-12
444,CUST1323,Bangalore,90990,2021-12-25
445,CUST14999,Bangalore,28740,2023-07-02
446,CUST10278,Delhi,59628,2023-08-27
447,CUST5559,Chennai,30726,2024-12-09
448,CUST16029,Hyderabad,54540,2021-01-25
449,CUST11407,Hyderabad,22729,2021-08-14
450,CUST3486,Mumbai,53930,2024-03-08
451,CUST4025,Hyderabad,85764,2025-01-12
452,CUST15675,Bangalore,15451,2025-01-22
453,CUST7437,Mumbai,96348,2022-10-12
454,CUST2735,Chennai,13015,2022-09-05
455,CUST17404,Chennai,82132,2023-10-18
456,CUST12532,Chennai,32198,2021-09-06
457,CUST8218,Mumbai,30994,2022-04-02
458,CUST13920,Chennai,63105,2021-11-15
459,CUST14511,Bangalore,63136,2021-09-18
460,CUST13866,Mumbai,58851,2024-01-24
461,CUST16931,Mumbai,30242,2021-04-17
462,CUST13245,Delhi,44106,2021-06-29
463,CUST17601,Chennai,72203,2021-11-01
464,CUST4286,Bangalore,91937,2022-07-12
465,CUST17325,Delhi,99874,2021-06-27
466,CUST7905,Bangalore,6135,2025-02-09
467,CUST12817,Chennai,42034,2024-04-12
468,CUST11232,Delhi,6703,2023-02-09
469,CUST8438,Delhi,70646,2023-07-15
470,CUST5957,Mumbai,43283,2022-05-02
471,CUST10118,Bangalore,56992,2025-02-02
472,CUST11443,Chennai,16223,2022-03-05
473,CUST19679,Mumbai,67394,2024-02-09
474,CUST17006,Mumbai,88791,2024-10-01
475,CUST6013,Mumbai,47691,2024-04-13
476,CUST15455,Mumbai,76312,2022-01-02
477,CUST16377,Delhi,44536,2023-02-02
478,CUST8254,Delhi,54567,2021-05-04
479,CUST3559,Delhi,93832,2024-01-21
480,CUST9599,Chennai,50340,2024-08-10
481,CUST7973,Mumbai,7542,2024-05-09
482,CUST4733,Bangalore,95688,2024-11-11
483,CUST18210,Chennai,99698,2022-06-28
484,CUST3999,Mumbai,91639,2022-12-03
485,CUST3502,Bangalore,56987,2023-08-11
486,CUST2737,Bangalore,5261,2022-09-28
487,CUST12397,Hyderabad,38542,2023-04-30
488,CUST1024,Delhi,38246,2023-02-27
489,CUST5897,Hyderabad,47508,2025-01-28
490,CUST17956,Bangalore,79584,2022-04-20
491,CUST1155,Delhi,2968,2022-02-18
492,CUST4382,Chennai,63418,2024-06-08
493,CUST11170,Delhi,38137,2024-11-29
494,CUST9565,Mumbai,11391,2022-02-21
495,CUST4524,Bangalore,2067,2023-03-22
496,CUST19734,Chennai,40547,2024-04-06
497,CUST16792,Mumbai,99303,2023-07-23
498,CUST19622,Mumbai,88318,2024-08-10
499,CUST9619,Chennai,56393,2024-05-09
500,CUST12670,Hyderabad,94915,2022-01-19
501,CUST15399,Bangalore,45135,2021-08-06
502,CUST8457,Bangalore,26654,2021-03-19
503,CUST12380,Delhi,34785,2023-12-29
504,CUST17204,Delhi,48434,2021-01-19
505,CUST12610,Delhi,81390,2024-08-15
506,CUST10873,Hyderabad,95852,2024-06-14
507,CUST1797,Delhi,78224,2024-08-27
508,CUST16092,Mumbai,71213,2023-04-30
509,CUST8971,Hyderabad,51532,2022-07-22
510,CUST2102,Mumbai,49350,2021-05-08
511,CUST16264,Chennai,33174,2021-04-01
512,CUST3868,Chennai,22942,2023-05-07
513,CUST12329,Chennai,41564,2022-07-31
514,CUST1547,Bangalore,84610,2025-02-01
515,CUST3249,Chennai,54506,2021-01-23
516,CUST4690,Mumbai,42014,2023-09-08
517,CUST3165,Mumbai,76258,2021-10-16
518,CUST12042,Bangalore,74240,2024-08-09
519,CUST2748,Chennai,71455,2021-07-14
520,CUST5870,Mumbai,47315,2023-04-15
521,CUST11796,Chennai,11304,2021-10-10
522,CUST12759,Bangalore,86808,2023-04-11
523,CUST6876,Hyderabad,88033,2024-08-28
524,CUST4178,Chennai,10851,2021-10-13
525,CUST5709,Delhi,40063,2023-06-13
526,CUST2427,Delhi,55272,2024-05-31
527,CUST9040,Chennai,19514,2024-12-03
528,CUST13544,Delhi,23924,2023-12-21
529,CUST5358,Delhi,66688,2021-10-31
530,CUST12786,Delhi,93386,2023-04-01
531,CUST10185,Hyderabad,18645,2024-12-19
532,CUST12505,Hyderabad,82531,2024-03-17
533,CUST11913,Hyderabad,60679,2024-04-24
534,CUST9169,Mumbai,22769,2024-08-04
535,CUST5757,Bangalore,85688,2024-11-29
536,CUST1776,Mumbai,86985,2022-05-05
537,CUST17880,Mumbai,97448,2024-11-28
538,CUST7148,Hyderabad,15754,2024-11-26
539,CUST3298,Hyderabad,10956,2025-02-02
540,CUST19953,Bangalore,31728,2022-09-02
541,CUST17203,Bangalore,85997,2024-05-03
542,CUST8825,Delhi,89264,2025-01-18
543,CUST15438,Hyderabad,15976,2021-04-25
544,CUST13178,Mumbai,71125,2024-08-22
545,CUST4984,Bangalore,6958,2024-03-28
546,CUST10258,Chennai,91210,2024-11-12
547,CUST12220,Bangalore,91224,2021-01-26
548,CUST14379,Delhi,81274,2025-01-06
549,CUST16715,Bangalore,21600,2021-12-05
550,CUST8400,Hyderabad,73755,2021-12-02
551,CUST12237,Bangalore,52977,2021-01-20
552,CUST10751,Mumbai,24141,2024-08-07
553,CUST6751,Hyderabad,61531,2023-06-25
554,CUST3631,Chennai,64089,2021-01-23
555,CUST4648,Mumbai,49054,2022-04-23
556,CUST12294,Bangalore,50634,2021-10-13
557,CUST9623,Chennai,82910,2025-02-01
558,CUST2533,Chennai,79527,2023-04-23
559,CUST2763,Delhi,85725,2022-06-25
560,CUST16417,Chennai,54024,2024-07-23
561,CUST10116,Chennai,34504,2021-12-07
562,CUST17433,Chennai,89916,2022-10-03
563,CUST14410,Bangalore,98863,2022-05-24
564,CUST8227,Chennai,6823,2022-01-04
565,CUST3758,Bangalore,13295,2021-09-16
566,CUST16394,Hyderabad,13871,2024-07-27
567,CUST11504,Hyderabad,36606,2023-03-01
568,CUST11846,Chennai,13674,2021-06-09
569,CUST12357,Mumbai,20887,2025-01-30
570,CUST17874,Hyderabad,80384,2021-08-03
571,CUST7189,Hyderabad,25056,2021-12-12
572,CUST8110,Hyderabad,44327,2022-11-07
573,CUST3115,Delhi,73411,2023-09-14
574,CUST17181,Chennai,16224,2024-08-06
575,CUST12640,Delhi,85959,2023-05-02
576,CUST14995,Hyderabad,20582,2021-03-12
577,CUST4899,Mumbai,27864,2021-12-15
578,CUST3573,Hyderabad,80359,2024-06-14
579,CUST17513,Hyderabad,41282,2024-03-21
580,CUST8729,Bangalore,52229,2021-10-29
581,CUST10991,Delhi,77310,2022-02-25
582,CUST8679,Chennai,34688,2024-04-16
583,CUST19437,Delhi,60615,2023-12-06
584,CUST10733,Hyderabad,72985,2024-03-22
585,CUST14963,Hyderabad,68521,2024-07-13
586,CUST4189,Mumbai,8163,2022-07-01
